layer_name,channel_index,weight_index,weight_id,baseline_value,unlearned_value,absolute_change,relative_change,rank_in_channel,channel_total_change
layer1.2.conv1.weight,41,111,layer1.2.conv1.weight_ch41_w111,0.0023757480084896088,-0.029141424223780632,0.03151717036962509,13.266209602355957,4,460.2436218261719
layer4.0.conv3.weight,2024,228,layer4.0.conv3.weight_ch2024_w228,-0.003416390623897314,0.04105053097009659,0.04446692019701004,13.015759468078613,6,84.30793762207031
layer4.0.conv3.weight,32,110,layer4.0.conv3.weight_ch32_w110,-0.0022079492919147015,-0.030593369156122208,0.02838541939854622,12.856010437011719,9,366.6627197265625
layer4.0.conv3.weight,375,170,layer4.0.conv3.weight_ch375_w170,-0.0011816788464784622,-0.01598607935011387,0.014804400503635406,12.528277397155762,9,430.2731628417969
layer3.5.conv3.weight,356,74,layer3.5.conv3.weight_ch356_w74,0.001622345414943993,0.02138712629675865,0.01976478099822998,12.182844161987305,9,204.21392822265625
layer3.5.conv3.weight,1000,219,layer3.5.conv3.weight_ch1000_w219,-0.0012663406087085605,-0.016503358259797096,0.015237017534673214,12.03232192993164,5,96.46139526367188
layer4.0.conv3.weight,32,250,layer4.0.conv3.weight_ch32_w250,-0.0005639689625240862,-0.007249100133776665,0.006685131229460239,11.853721618652344,10,366.6627197265625
layer4.0.conv3.weight,92,125,layer4.0.conv3.weight_ch92_w125,0.0005661527975462377,-0.0059708417393267155,0.006536994595080614,11.546343803405762,10,218.39425659179688
layer4.0.conv3.weight,424,274,layer4.0.conv3.weight_ch424_w274,0.0024550200905650854,-0.025206128135323524,0.027661148458719254,11.26717758178711,9,755.06591796875
layer3.5.conv3.weight,356,196,layer3.5.conv3.weight_ch356_w196,0.0024641752243041992,0.0300260242074728,0.027561848983168602,11.185019493103027,10,204.21392822265625
layer4.0.conv3.weight,375,340,layer4.0.conv3.weight_ch375_w340,-0.0003013050591107458,-0.003655657172203064,0.0033543522004038095,11.132744789123535,10,430.2731628417969
layer4.0.conv3.weight,424,180,layer4.0.conv3.weight_ch424_w180,-0.002030727220699191,0.020266041159629822,0.022296767681837082,10.979696273803711,10,755.06591796875
